txn_id,atm_id,txn_time,amount,from_acc,to_acc,is_fraud
fa81682f,ATM_0174,2024-01-29 18:11:00,5000,A51313,A95811,False
5d3ad46f,ATM_0034,2024-01-12 00:03:00,500,A20090,A48888,False
38dab5d3,ATM_0099,2024-02-12 19:50:00,2000,A55289,A48642,False
4e2a4be2,ATM_0036,2024-01-09 19:46:00,500,A32962,A53461,False
d455a1c0,ATM_0036,2024-02-25 08:30:00,500,A93956,A82267,False
028c09e9,ATM_0000,2024-02-12 14:05:00,1000,A73384,A30898,False
e2bf420d,ATM_0001,2024-02-13 10:26:00,2000,A30028,A63875,False
ccd2b28c,ATM_0043,2024-01-13 20:09:00,1000,A81285,A23785,False
1e9b3301,ATM_0022,2024-02-07 05:42:00,1000,A31018,A62061,False
2ec291bf,ATM_0167,2024-02-20 22:36:00,500,A16582,A10059,False
33a85b45,ATM_0134,2024-01-01 04:13:00,500,A80047,A42682,False
6d5d4e01,ATM_0014,2024-02-16 17:38:00,2000,A42555,A86485,False
e6ead273,ATM_0112,2024-01-30 10:45:00,500,A57362,A88998,False
a9fae8dc,ATM_0067,2024-01-05 17:24:00,10000,A91728,A24250,False
9cdb054b,ATM_0024,2024-01-25 06:55:00,2000,A30730,A94787,False
737db3b3,ATM_0156,2024-02-04 19:29:00,1000,A52285,A31401,False
1f2427d4,ATM_0004,2024-01-19 12:20:00,1000,A62874,A52600,False
330ce105,ATM_0035,2024-01-11 21:06:00,500,A18618,A39621,False
b6c04ae9,ATM_0024,2024-02-24 17:51:00,500,A15137,A66769,False
c28566e2,ATM_0079,2024-01-20 03:12:00,1000,A15839,A99080,False
11afb944,ATM_0064,2024-01-07 08:44:00,500,A69611,A34498,False
1df18b04,ATM_0161,2024-01-27 09:12:00,1000,A50387,A74783,False
63ca1e5a,ATM_0033,2024-02-05 04:27:00,1000,A45597,A61451,False
c8e5f696,ATM_0185,2024-01-22 07:35:00,1000,A14712,A73264,False
b1ae0a7f,ATM_0186,2024-01-28 23:59:00,500,A10506,A52349,False
5cc1037e,ATM_0008,2024-02-17 21:08:00,10000,A45727,A57826,False
ce95b897,ATM_0011,2024-02-18 21:52:00,500,A39346,A53193,False
6df62238,ATM_0027,2024-01-13 06:38:00,500,A97379,A34908,False
99417eef,ATM_0199,2024-02-17 16:24:00,5000,A84646,A48674,False
afe252a5,ATM_0111,2024-01-06 16:51:00,2000,A44569,A56899,False
41659864,ATM_0017,2024-02-09 02:21:00,1000,A75733,A11865,False
0f92c465,ATM_0118,2024-02-10 05:45:00,2000,A29025,A76965,False
6610cfa9,ATM_0177,2024-01-31 01:27:00,5000,A89229,A46562,False
355e9a8f,ATM_0108,2024-02-19 11:03:00,2000,A74036,A98077,False
026924a9,ATM_0189,2024-02-23 18:52:00,1000,A46430,A64007,False
b4e4e3e8,ATM_0150,2024-01-22 02:07:00,500,A45286,A85429,False
04efd8bb,ATM_0008,2024-02-28 15:41:00,1000,A97678,A11085,False
e26eaa88,ATM_0148,2024-02-24 16:14:00,500,A55882,A20588,False
723adea5,ATM_0115,2024-01-25 06:51:00,500,A13715,A38684,False
d0cf3712,ATM_0077,2024-01-23 18:10:00,2000,A85182,A40612,False
79150195,ATM_0156,2024-01-19 00:20:00,5000,A37522,A73293,False
b16acf86,ATM_0021,2024-01-17 15:05:00,5000,A63320,A42799,False
531de123,ATM_0019,2024-01-19 23:15:00,1000,A69935,A28219,False
ba17e53a,ATM_0109,2024-02-22 04:17:00,1000,A56020,A97066,False
9d5ed836,ATM_0059,2024-02-28 17:37:00,500,A41293,A45298,False
15397c8c,ATM_0036,2024-02-07 08:03:00,5000,A76813,A82268,False
025bf079,ATM_0162,2024-02-22 21:48:00,2000,A94687,A17898,False
dd35ef8e,ATM_0027,2024-02-25 12:00:00,500,A43074,A71426,False
11f5a4c0,ATM_0047,2024-02-06 11:19:00,2000,A18495,A93134,False
1736a68e,ATM_0134,2024-01-15 01:59:00,5000,A93744,A78494,False
82ac3bc8,ATM_0129,2024-01-12 10:26:00,1000,A66404,A42515,False
6929a590,ATM_0047,2024-02-29 11:29:00,1000,A46046,A19761,False
332b7ab1,ATM_0058,2024-01-22 11:21:00,5000,A69139,A10352,False
1c4d47c5,ATM_0180,2024-01-04 17:47:00,2000,A30609,A35446,False
35bc2917,ATM_0075,2024-02-25 09:19:00,5000,A63053,A38941,False
cd12a6da,ATM_0129,2024-02-27 14:43:00,500,A83837,A36110,False
452ed20a,ATM_0017,2024-02-08 03:47:00,2000,A83006,A74434,False
5ab9c51b,ATM_0021,2024-01-26 07:40:00,2000,A19355,A34497,False
2de18f38,ATM_0147,2024-02-05 01:09:00,500,A29500,A13696,False
19bb1c5b,ATM_0028,2024-02-29 19:32:00,5000,A70098,A56252,False
24938370,ATM_0093,2024-02-19 08:42:00,500,A26576,A43309,False
1de77691,ATM_0146,2024-01-06 04:45:00,2000,A69110,A50750,False
e6182c44,ATM_0111,2024-01-18 15:34:00,1000,A58544,A70839,False
b9796b1f,ATM_0174,2024-02-13 13:45:00,5000,A93129,A47013,False
4334b898,ATM_0129,2024-02-17 20:03:00,1000,A28479,A74642,False
e597f45c,ATM_0102,2024-01-13 14:43:00,5000,A84913,A12967,False
c858b8d8,ATM_0158,2024-01-13 10:56:00,500,A96037,A99906,False
7c2d8f2a,ATM_0061,2024-01-17 05:45:00,500,A55211,A59055,True
158dfe77,ATM_0029,2024-02-12 09:25:00,2000,A95902,A94251,False
a0637c78,ATM_0178,2024-02-05 12:29:00,1000,A60440,A20580,False
c9d5da2d,ATM_0100,2024-01-04 06:43:00,1000,A41062,A14036,False
487b21cf,ATM_0075,2024-01-25 15:45:00,2000,A53958,A72827,False
e3449641,ATM_0080,2024-02-21 07:22:00,500,A13815,A26976,False
b4428f0b,ATM_0087,2024-01-07 05:01:00,500,A23402,A52432,False
f1a3d08d,ATM_0053,2024-02-29 02:18:00,500,A69782,A97856,False
a8168c2c,ATM_0009,2024-02-23 15:24:00,10000,A13548,A93882,False
1f63a56f,ATM_0104,2024-01-22 09:19:00,2000,A33803,A52403,False
735cfa2c,ATM_0182,2024-01-15 00:38:00,5000,A47146,A55677,False
52ab7be1,ATM_0159,2024-02-01 01:32:00,500,A70366,A50149,False
bda688ac,ATM_0020,2024-01-01 08:05:00,1000,A86018,A98182,False
f75c9374,ATM_0137,2024-02-18 03:36:00,5000,A41041,A78006,False
c8dbcb2b,ATM_0013,2024-02-17 11:46:00,500,A28939,A21542,False
3eab002d,ATM_0011,2024-01-06 09:01:00,1000,A41782,A98817,False
36628b9a,ATM_0137,2024-02-14 03:57:00,500,A14753,A17935,False
81cab3c1,ATM_0136,2024-02-28 00:27:00,500,A61691,A38188,False
a46b80fc,ATM_0124,2024-02-24 20:22:00,5000,A11381,A49741,False
fa1929d2,ATM_0082,2024-02-03 13:16:00,1000,A88617,A75192,False
e69d6957,ATM_0115,2024-02-20 08:40:00,500,A67672,A18556,False
6f9ae95f,ATM_0190,2024-02-09 10:56:00,1000,A37415,A12364,False
a95fc425,ATM_0147,2024-02-04 23:19:00,5000,A36572,A88930,False
8a1795e3,ATM_0103,2024-02-02 12:12:00,5000,A42428,A13581,False
9390b496,ATM_0108,2024-02-09 23:51:00,500,A22297,A55760,False
4a12eaec,ATM_0014,2024-02-20 10:15:00,2000,A68248,A96269,False
35181ba8,ATM_0110,2024-02-05 04:22:00,500,A65414,A44247,False
eab49f86,ATM_0163,2024-01-16 03:57:00,1000,A70186,A10402,False
29facbd9,ATM_0011,2024-01-08 00:40:00,2000,A15967,A40073,False
3fb54e63,ATM_0089,2024-02-16 22:55:00,2000,A19624,A56401,False
e57605e3,ATM_0187,2024-01-30 07:31:00,1000,A87892,A67420,False
0bc7861b,ATM_0006,2024-01-16 13:29:00,2000,A34599,A61949,False
9c433d68,ATM_0069,2024-01-18 12:33:00,500,A33708,A54065,False
f3e104ed,ATM_0091,2024-01-17 10:54:00,5000,A99071,A33465,False
3884373d,ATM_0145,2024-02-20 07:24:00,500,A95768,A47175,False
9bee0217,ATM_0114,2024-02-26 10:03:00,1000,A57662,A18310,False
7ab2e724,ATM_0137,2024-01-17 16:45:00,500,A50063,A25868,False
28d6d3fb,ATM_0056,2024-01-06 02:32:00,500,A27837,A40575,False
f9612f83,ATM_0112,2024-01-11 07:46:00,500,A27584,A50815,False
463abb77,ATM_0083,2024-02-17 19:32:00,500,A49059,A16242,False
21c7c888,ATM_0064,2024-01-24 16:41:00,5000,A68071,A27876,False
7118b9ad,ATM_0118,2024-01-27 13:35:00,1000,A48730,A33519,False
1470868f,ATM_0104,2024-01-15 23:53:00,2000,A36055,A91970,False
dd4c5dbe,ATM_0142,2024-02-11 19:06:00,2000,A36423,A71191,False
5abd0ea9,ATM_0037,2024-01-25 08:59:00,500,A33751,A49896,False
0dc0f5de,ATM_0060,2024-01-13 02:35:00,1000,A19102,A88214,False
d540a7ee,ATM_0108,2024-01-21 02:36:00,1000,A70553,A97901,False
e8e845f6,ATM_0151,2024-02-18 23:48:00,5000,A11710,A42370,False
53ebb2dd,ATM_0148,2024-02-26 21:31:00,1000,A79015,A95247,False
562d6791,ATM_0101,2024-02-24 09:02:00,1000,A26157,A74649,False
73ead9c8,ATM_0022,2024-02-14 22:41:00,500,A26089,A54429,False
94865c58,ATM_0197,2024-01-04 15:16:00,500,A73788,A88515,False
68714dfc,ATM_0159,2024-02-11 04:35:00,1000,A19670,A58139,False
2a6e7680,ATM_0151,2024-02-10 17:13:00,2000,A72126,A75432,False
bc1085ca,ATM_0188,2024-01-27 04:22:00,1000,A63295,A92728,False
93ecae73,ATM_0162,2024-01-24 04:40:00,2000,A30018,A99965,False
3cb1e307,ATM_0069,2024-02-12 20:02:00,1000,A91998,A92708,False
4880526b,ATM_0128,2024-02-11 22:38:00,2000,A97972,A97961,False
034db592,ATM_0030,2024-01-09 17:54:00,500,A92765,A44568,False
ac8ada0c,ATM_0020,2024-02-02 23:18:00,1000,A39745,A16057,False
925e4afe,ATM_0041,2024-02-26 04:17:00,2000,A37308,A60201,False
a4b82555,ATM_0034,2024-02-25 20:17:00,500,A90958,A43064,False
4c1194e3,ATM_0087,2024-01-09 09:49:00,1000,A21126,A53680,False
02e90744,ATM_0010,2024-01-01 15:15:00,10000,A92167,A86211,False
1aa9101c,ATM_0021,2024-01-30 22:39:00,5000,A49051,A63586,False
50f9371c,ATM_0099,2024-02-25 16:35:00,1000,A79500,A60820,False
62397dc7,ATM_0044,2024-01-06 08:54:00,500,A20082,A40116,False
5daa4324,ATM_0125,2024-01-23 20:55:00,1000,A41061,A55296,False
7de06d08,ATM_0178,2024-02-15 01:45:00,500,A30202,A97573,False
cc991f1b,ATM_0172,2024-01-28 04:29:00,500,A55882,A23420,False
3282fafd,ATM_0175,2024-01-30 00:12:00,5000,A57281,A25167,False
3f52d8e1,ATM_0111,2024-02-09 15:10:00,2000,A27817,A42106,False
48306d2a,ATM_0018,2024-01-27 01:43:00,5000,A87859,A21090,False
8838e045,ATM_0193,2024-02-26 09:36:00,500,A42412,A38167,False
1fdcc8f1,ATM_0047,2024-01-28 19:01:00,500,A71991,A34638,False
9c74ef06,ATM_0076,2024-01-23 04:51:00,500,A25443,A68253,False
bca12dd4,ATM_0108,2024-02-13 15:36:00,1000,A28620,A23395,False
335077a9,ATM_0186,2024-01-14 13:00:00,1000,A57060,A60801,False
c11d1a9e,ATM_0006,2024-02-15 21:09:00,1000,A57155,A53999,False
bd1eb12b,ATM_0149,2024-01-29 09:17:00,500,A37951,A73455,False
be7a4e3e,ATM_0027,2024-01-02 04:37:00,500,A11049,A14767,False
f4cd47e0,ATM_0022,2024-02-29 17:22:00,2000,A49992,A37648,False
8976520a,ATM_0081,2024-01-30 17:35:00,500,A20780,A66536,False
a76e63a2,ATM_0059,2024-02-11 11:29:00,1000,A56525,A56954,False
6e9bda07,ATM_0032,2024-02-12 22:48:00,5000,A50694,A24396,False
3071adac,ATM_0014,2024-02-09 16:20:00,1000,A94837,A76736,False
43f1071c,ATM_0019,2024-01-20 20:11:00,5000,A83794,A28396,False
f2fc801a,ATM_0167,2024-01-27 15:12:00,500,A95411,A34224,False
d7c7ba4d,ATM_0018,2024-02-27 20:23:00,1000,A64759,A88701,False
1c11d27e,ATM_0184,2024-01-31 13:09:00,5000,A67554,A30277,False
646dc977,ATM_0163,2024-01-13 06:11:00,5000,A47161,A69982,False
1ebc2d5f,ATM_0154,2024-02-21 18:20:00,500,A45422,A42218,False
678ce24d,ATM_0088,2024-01-10 14:27:00,10000,A66296,A13947,False
45adf335,ATM_0158,2024-01-17 23:57:00,1000,A77520,A23404,False
90083ad1,ATM_0194,2024-02-26 04:36:00,500,A59121,A90918,False
f7db60c0,ATM_0059,2024-01-30 03:08:00,2000,A25546,A76304,False
052cdeaa,ATM_0124,2024-01-10 07:54:00,1000,A26521,A15825,False
375d4282,ATM_0056,2024-01-13 05:16:00,2000,A32897,A57266,False
4f5752fb,ATM_0072,2024-01-08 03:41:00,500,A82174,A56648,False
52919180,ATM_0005,2024-01-24 10:53:00,1000,A57129,A30260,False
9292def8,ATM_0196,2024-01-09 02:15:00,1000,A79775,A17601,False
08a0e8ef,ATM_0128,2024-02-04 00:24:00,10000,A28314,A63296,False
5d5882da,ATM_0160,2024-02-22 00:51:00,5000,A42038,A50752,False
95e6c4dc,ATM_0114,2024-02-22 13:59:00,1000,A13234,A87206,False
98a3de5a,ATM_0062,2024-02-23 03:13:00,2000,A28056,A76231,False
0ad2687d,ATM_0185,2024-02-15 04:41:00,5000,A52087,A78736,False
2c11bbe6,ATM_0013,2024-02-23 11:46:00,2000,A64744,A67273,False
203f4602,ATM_0048,2024-01-15 14:08:00,1000,A33762,A14107,False
7deb5d90,ATM_0182,2024-02-15 10:11:00,2000,A77221,A76388,False
52543810,ATM_0180,2024-02-10 07:04:00,1000,A83174,A22110,False
f2701d8c,ATM_0114,2024-01-15 12:58:00,500,A15137,A95121,False
75f5bd1f,ATM_0076,2024-01-25 08:52:00,5000,A22839,A27476,False
079068ed,ATM_0038,2024-02-17 16:17:00,2000,A23434,A15624,False
a19d14c6,ATM_0175,2024-02-20 06:34:00,500,A43931,A25033,False
74a64cef,ATM_0110,2024-02-08 03:50:00,2000,A75777,A84628,False
3a7973e2,ATM_0197,2024-01-26 08:49:00,2000,A19745,A98119,False
7398ce2d,ATM_0199,2024-02-20 13:24:00,2000,A28486,A36443,False
9a4cbdc4,ATM_0132,2024-01-11 04:24:00,5000,A88977,A65309,False
6dade225,ATM_0171,2024-02-18 07:25:00,1000,A69170,A26715,False
3574b889,ATM_0103,2024-01-05 21:35:00,2000,A52944,A36303,False
7af132dd,ATM_0050,2024-01-17 03:42:00,1000,A38621,A85763,False
c53975c5,ATM_0050,2024-01-22 00:49:00,1000,A85104,A89455,False
c404f8cb,ATM_0139,2024-01-22 15:44:00,2000,A31241,A71152,False
ca314df6,ATM_0004,2024-02-22 19:45:00,500,A51304,A40552,False
09179da0,ATM_0129,2024-02-20 22:44:00,500,A69440,A82821,False
70e5e556,ATM_0016,2024-02-11 10:59:00,500,A82905,A41989,False
7698fb84,ATM_0050,2024-02-26 07:04:00,1000,A24246,A90709,False
00053579,ATM_0055,2024-02-03 23:53:00,1000,A41826,A96048,False
b868d2f9,ATM_0145,2024-02-04 16:43:00,1000,A96509,A70135,False
57bae6f4,ATM_0033,2024-02-21 10:31:00,2000,A82473,A22195,False
dc39336e,ATM_0162,2024-02-21 11:15:00,2000,A78782,A57360,False
7093e155,ATM_0066,2024-01-28 22:52:00,2000,A59815,A49820,False
a9806de0,ATM_0008,2024-01-01 20:10:00,2000,A83439,A46045,False
4250f591,ATM_0147,2024-01-08 20:13:00,2000,A39139,A82665,False
9ccb9cdd,ATM_0061,2024-02-28 11:59:00,5000,A79562,A98971,False
4ce94503,ATM_0006,2024-02-10 14:55:00,500,A81575,A92553,False
6805881d,ATM_0078,2024-02-21 12:04:00,5000,A36234,A32588,False
39744238,ATM_0027,2024-02-06 00:47:00,500,A97681,A18955,False
a48d1275,ATM_0076,2024-01-12 17:24:00,1000,A92942,A79824,False
c0868ee8,ATM_0134,2024-01-18 02:47:00,10000,A96110,A52296,False
e31a7155,ATM_0173,2024-01-12 07:07:00,1000,A77551,A18100,False
24a2101a,ATM_0022,2024-01-11 01:15:00,2000,A63844,A91521,False
22e4e521,ATM_0111,2024-01-01 00:53:00,2000,A48376,A41634,False
8e72b69c,ATM_0103,2024-02-25 00:21:00,5000,A95598,A18430,False
e34fd418,ATM_0140,2024-02-17 14:43:00,5000,A59715,A60056,False
731c53b1,ATM_0012,2024-01-04 14:36:00,1000,A29312,A29953,False
27212e0b,ATM_0093,2024-02-14 23:36:00,1000,A44221,A53264,False
54565346,ATM_0132,2024-02-27 03:31:00,5000,A95598,A98960,False
ac892990,ATM_0158,2024-02-05 03:11:00,500,A54724,A85990,False
2f3247c2,ATM_0103,2024-01-07 08:11:00,1000,A83929,A33982,False
34e3cdf4,ATM_0005,2024-01-30 04:52:00,10000,A10246,A46532,False
866a78da,ATM_0008,2024-02-27 21:04:00,1000,A66444,A30560,False
a5df65c4,ATM_0024,2024-02-03 06:00:00,5000,A92459,A35276,False
103c6128,ATM_0076,2024-02-16 09:07:00,500,A63865,A21268,False
795f0141,ATM_0154,2024-02-11 02:45:00,2000,A92105,A96219,False
c34aff15,ATM_0082,2024-02-29 20:45:00,1000,A26943,A50718,False
ed123b83,ATM_0127,2024-02-20 21:06:00,500,A48929,A79175,False
b52e3a05,ATM_0007,2024-01-11 19:43:00,2000,A69339,A97454,False
9351b689,ATM_0108,2024-01-03 01:19:00,500,A10259,A80209,False
b7d89615,ATM_0042,2024-01-31 02:22:00,1000,A53370,A92992,False
0a6d660b,ATM_0109,2024-02-13 01:34:00,5000,A83133,A40266,False
6fee286a,ATM_0066,2024-01-08 02:02:00,10000,A83363,A80149,False
39841fe9,ATM_0049,2024-01-20 03:47:00,500,A58560,A73625,False
6c708a37,ATM_0165,2024-01-04 12:41:00,500,A75107,A45171,False
acf4e4a0,ATM_0103,2024-01-23 02:25:00,5000,A27365,A21755,False
feefc892,ATM_0023,2024-01-05 15:42:00,5000,A98482,A66139,False
818f82a9,ATM_0186,2024-01-31 01:52:00,2000,A37192,A54037,False
6930f3e5,ATM_0051,2024-01-19 08:26:00,5000,A22531,A43425,False
196e56d7,ATM_0083,2024-02-23 16:32:00,1000,A67837,A44073,False
56fa457c,ATM_0165,2024-02-20 16:49:00,10000,A26344,A22208,False
ca30c983,ATM_0063,2024-02-25 06:00:00,1000,A49527,A27969,False
05c489e7,ATM_0134,2024-01-14 21:18:00,500,A45127,A30121,False
704ce390,ATM_0010,2024-02-18 03:11:00,1000,A57211,A70744,False
7404cb77,ATM_0065,2024-01-02 07:49:00,5000,A53479,A20529,False
5da0c311,ATM_0077,2024-01-12 02:49:00,500,A38473,A70440,False
7d68a75d,ATM_0195,2024-01-16 12:51:00,2000,A50537,A87242,False
284ce99e,ATM_0042,2024-02-05 20:36:00,5000,A32410,A44226,False
543a62bf,ATM_0012,2024-01-19 02:58:00,2000,A23249,A35664,False
2e1bbe04,ATM_0172,2024-02-04 00:34:00,5000,A22014,A16289,False
58f9abf9,ATM_0015,2024-02-03 06:49:00,5000,A37163,A73598,False
1ad3c641,ATM_0020,2024-01-12 01:39:00,1000,A70222,A81825,False
ee28cde7,ATM_0049,2024-02-13 06:44:00,1000,A11510,A69931,False
1763d612,ATM_0039,2024-02-26 03:19:00,1000,A35783,A15177,False
bdd58c2f,ATM_0148,2024-01-02 13:36:00,500,A71603,A17230,False
df15de64,ATM_0005,2024-01-11 07:25:00,5000,A14714,A72138,False
a3e71f85,ATM_0009,2024-02-17 16:26:00,500,A81487,A59933,False
174f1161,ATM_0194,2024-02-25 12:31:00,1000,A14408,A68336,False
1e4b54e1,ATM_0020,2024-01-10 19:24:00,1000,A64622,A24726,False
f10231d8,ATM_0035,2024-01-19 16:47:00,1000,A78760,A62835,False
fbb25e6d,ATM_0070,2024-02-08 01:25:00,1000,A14955,A26013,False
df467aea,ATM_0049,2024-01-11 07:30:00,500,A23881,A45530,False
fc4135b8,ATM_0022,2024-01-27 06:25:00,5000,A40801,A98143,False
a1cde720,ATM_0040,2024-01-09 06:02:00,2000,A32877,A23311,False
0df2f833,ATM_0128,2024-02-16 08:54:00,500,A72083,A75295,False
bb2ec68a,ATM_0063,2024-01-20 11:30:00,500,A19045,A40735,False
f1e9bd38,ATM_0087,2024-01-30 09:23:00,500,A86895,A83497,False
c36ddedb,ATM_0155,2024-02-15 09:28:00,2000,A17084,A66591,False
01aacb41,ATM_0003,2024-02-24 13:21:00,10000,A47427,A42986,False
50fa4776,ATM_0070,2024-02-13 08:18:00,1000,A73433,A39511,False
04aa4de0,ATM_0174,2024-02-18 03:23:00,5000,A15582,A39581,False
2e6d61d9,ATM_0187,2024-01-22 11:07:00,500,A80397,A78675,False
e905a141,ATM_0156,2024-02-14 19:27:00,1000,A56047,A47739,False
7af1fb43,ATM_0062,2024-01-29 23:53:00,500,A46047,A43362,False
89c39a1e,ATM_0108,2024-01-03 07:00:00,500,A78956,A37825,False
da1435fd,ATM_0088,2024-02-17 23:25:00,1000,A90489,A27255,False
374cf935,ATM_0121,2024-02-14 15:34:00,500,A95253,A80857,False
0c29a377,ATM_0091,2024-02-22 19:58:00,500,A53053,A87696,False
352d2f16,ATM_0012,2024-01-26 05:51:00,5000,A55884,A87132,False
d01320b6,ATM_0188,2024-01-11 17:23:00,5000,A68800,A19638,False
569fe097,ATM_0182,2024-01-05 18:14:00,1000,A73792,A69022,False
655e33a4,ATM_0166,2024-02-16 06:59:00,500,A76417,A91111,False
d286af49,ATM_0128,2024-02-28 03:34:00,5000,A73076,A41963,False
e9a1b8ae,ATM_0011,2024-02-04 21:39:00,10000,A42950,A84634,False
eb4fa645,ATM_0075,2024-02-01 13:47:00,1000,A21462,A25734,False
90fa875f,ATM_0072,2024-02-25 10:03:00,1000,A66480,A66552,False
a512c560,ATM_0126,2024-02-01 17:08:00,500,A69405,A80599,False
985afe39,ATM_0029,2024-02-06 03:33:00,500,A85494,A92419,False
f6ae3f73,ATM_0081,2024-01-17 15:05:00,1000,A75053,A94618,False
f96fb4cb,ATM_0005,2024-01-06 05:14:00,10000,A19779,A55640,False
91b6763d,ATM_0079,2024-01-07 02:54:00,2000,A26153,A48554,False
c8bbfa90,ATM_0152,2024-02-26 05:51:00,1000,A22869,A96084,False
9e231ae6,ATM_0025,2024-02-07 19:23:00,500,A70868,A35894,False
8689f03b,ATM_0155,2024-02-26 02:59:00,500,A91006,A13071,False
7ebfa219,ATM_0111,2024-01-24 21:57:00,5000,A30543,A63002,False
3cff9cb4,ATM_0188,2024-02-26 06:12:00,2000,A74898,A24122,False
f40ce3e2,ATM_0178,2024-02-16 06:51:00,2000,A41235,A57211,False
846e30cd,ATM_0105,2024-02-09 01:45:00,500,A60440,A28836,False
08b1da15,ATM_0027,2024-02-02 19:59:00,1000,A14801,A57228,False
5dd71122,ATM_0060,2024-02-20 14:56:00,5000,A57132,A91464,False
8a4bce17,ATM_0028,2024-01-27 11:16:00,500,A53427,A74253,False
7d13dcb9,ATM_0165,2024-02-23 10:26:00,2000,A33932,A55275,False
2972f6f6,ATM_0070,2024-01-04 05:52:00,1000,A39062,A46705,False
d8945bb8,ATM_0066,2024-02-10 04:24:00,1000,A19243,A88804,False
62da82a2,ATM_0031,2024-02-23 16:46:00,1000,A87489,A56688,False
d1d49972,ATM_0099,2024-02-29 12:27:00,500,A18231,A78543,False
9b90aa9a,ATM_0032,2024-02-14 20:10:00,500,A28270,A52149,False
32059a41,ATM_0181,2024-02-11 12:10:00,500,A52914,A54552,False
bdbef9bc,ATM_0080,2024-01-23 04:03:00,1000,A74204,A28452,False
c9ecf249,ATM_0027,2024-01-24 09:46:00,500,A17673,A47570,False
eec4f01f,ATM_0033,2024-01-19 15:17:00,2000,A70063,A74105,False
c167dbe3,ATM_0088,2024-01-08 03:41:00,2000,A15287,A80888,False
81c2786e,ATM_0115,2024-01-23 06:59:00,500,A99007,A12031,False
20d15c52,ATM_0096,2024-02-06 18:40:00,2000,A47914,A77554,False
641d6237,ATM_0195,2024-02-04 15:47:00,1000,A39809,A30273,False
be7e2a6a,ATM_0069,2024-02-01 21:16:00,1000,A28161,A75159,False
e6873ec9,ATM_0087,2024-01-04 23:19:00,10000,A44687,A84444,False
05cb9c33,ATM_0088,2024-01-07 12:06:00,1000,A15791,A11809,False
49f23141,ATM_0090,2024-02-07 12:38:00,2000,A20238,A76873,False
0ba2bd31,ATM_0045,2024-01-12 18:36:00,1000,A42796,A95430,False
ff695391,ATM_0029,2024-02-05 00:59:00,1000,A38479,A60604,False
aafa4d99,ATM_0045,2024-01-17 00:06:00,1000,A17076,A70921,False
2016b124,ATM_0039,2024-01-15 01:30:00,500,A81582,A99681,False
db45a3c4,ATM_0040,2024-02-03 12:18:00,1000,A90605,A72821,False
04c4a85a,ATM_0052,2024-02-19 01:45:00,500,A40461,A63739,True
104b57ad,ATM_0010,2024-02-20 16:04:00,500,A78440,A31025,False
efac836d,ATM_0063,2024-02-24 11:00:00,1000,A14681,A29835,False
7c308654,ATM_0152,2024-01-11 09:09:00,2000,A30192,A69986,False
0e02d1b6,ATM_0011,2024-02-22 22:37:00,5000,A76190,A73037,False
848e7c12,ATM_0097,2024-01-11 09:32:00,10000,A11815,A59084,False
74ad2926,ATM_0191,2024-01-20 07:40:00,5000,A85561,A16349,False
fdba2b6e,ATM_0111,2024-02-08 15:28:00,2000,A30361,A89061,False
ac5afbf7,ATM_0158,2024-02-28 01:17:00,1000,A56835,A89176,False
f8a9f869,ATM_0198,2024-01-18 20:42:00,10000,A77550,A89386,False
752f5e55,ATM_0182,2024-01-02 05:17:00,1000,A76177,A70210,False
4fa9c4d5,ATM_0042,2024-01-26 10:31:00,1000,A69978,A51521,False
f601b8f4,ATM_0172,2024-02-11 19:25:00,2000,A36159,A97323,False
36649cda,ATM_0096,2024-01-23 08:51:00,10000,A49690,A41215,False
9edadb1b,ATM_0072,2024-02-28 16:55:00,2000,A58750,A20597,False
54daa9c6,ATM_0114,2024-01-10 02:27:00,1000,A18542,A36270,False
8f3fe7fc,ATM_0034,2024-02-08 09:53:00,500,A31902,A29448,False
16c67d8a,ATM_0083,2024-02-23 02:21:00,1000,A90012,A41195,False
7633d1c6,ATM_0017,2024-02-27 21:42:00,500,A32797,A45155,False
875289bc,ATM_0017,2024-02-10 11:45:00,500,A64048,A29253,False
30a981f4,ATM_0121,2024-01-25 05:07:00,500,A42075,A81038,False
8da25e8d,ATM_0043,2024-01-23 10:42:00,500,A95728,A75608,False
193cfc36,ATM_0047,2024-01-22 00:00:00,1000,A28093,A63906,False
bb49fc8a,ATM_0066,2024-02-19 14:10:00,500,A66134,A88261,False
a4aa98ba,ATM_0016,2024-02-22 14:51:00,500,A28779,A74435,False
6cc7d3f6,ATM_0009,2024-02-06 07:02:00,500,A68192,A39004,True
c40a972a,ATM_0199,2024-01-27 12:16:00,1000,A40485,A88853,False
1d7da7e0,ATM_0109,2024-01-10 20:59:00,2000,A71438,A56947,False
91a1cfbf,ATM_0105,2024-01-24 10:54:00,500,A39603,A94314,False
a697369e,ATM_0177,2024-02-25 05:00:00,500,A16806,A30832,False
a56b245f,ATM_0115,2024-01-28 09:07:00,2000,A37669,A44617,False
c3ffbf95,ATM_0052,2024-02-09 22:08:00,500,A88077,A99428,False
66f072ff,ATM_0172,2024-01-02 06:17:00,2000,A52961,A93126,False
6828a5dc,ATM_0194,2024-01-03 01:14:00,500,A15690,A36433,False
c166c1c2,ATM_0197,2024-02-03 04:45:00,1000,A44793,A44853,False
097371fd,ATM_0045,2024-02-19 16:15:00,10000,A31983,A88026,False
